doi,server,version,category,publiStatus,date,author_corresponding_institution,titleLength,abstractLength,numberAuthors,cit1year
10.1101/2021.07.13.21258405,medrxiv,1,neurology,year1,2021-07-16,"Department of Human Genetics, McGill University, Montreal, QC, Canada",83,1664,43,3.0
10.1101/2022.10.03.510455,biorxiv,1,neuroscience,NP,2022-10-06,Johns Hopkins University,81,1124,17,
10.1101/2022.01.11.475549,biorxiv,1,neuroscience,NP,2022-01-12,"University of Bordeaux, CNRS, Interdisciplinary Institute for Neuroscience, UMR 5297, F-33000 Bordeaux, France.",113,1939,4,
10.1101/2021.10.21.21265140,medrxiv,1,epidemiology,year1,2021-10-26,"Laboratorio de Biologia Integrativa; Departamento de Genetica, Ecologia e Evolucao; Instituto de Ciencias Biologicas; Universidade Federal de Minas Gerais, Belo",127,1397,34,4.0
10.1101/2020.05.25.115253,biorxiv,1,bioinformatics,year2+,2020-05-28,"Interuniversity Institute of Bioinformatics in Brussels, ULB-VUB, 1050 Brussels, Belgium",96,1196,5,10.0
10.1101/2021.06.11.21258741,medrxiv,1,epidemiology,year1,2021-06-16,"deCODE genetics/Amgen, Inc., Reykjavik, Iceland; Faculty of Medicine, School of Health Sciences, University of Iceland, Reykjavik, Iceland",106,1203,34,4.0
10.1101/278663,biorxiv,1,evolutionary biology,year2+,2018-03-10,University of Hull,63,3038,1,0.0
10.1101/2020.09.24.311076,biorxiv,1,physiology,NP,2020-09-25,Shanghai Jiao Tong University,104,1744,11,
10.1101/2021.12.11.472198,biorxiv,1,neuroscience,year1,2021-12-13,University of New South Wales,140,2130,5,1.0
10.1101/761676,biorxiv,1,animal behavior and cognition,NP,2019-09-09,Arizona State University,69,2388,7,
10.1101/2021.07.26.453813,biorxiv,1,genetics,NP,2021-07-27,"CNRS, LPTMC & IGMM",72,3441,6,
10.1101/2022.04.05.486932,biorxiv,1,bioinformatics,NP,2022-04-08,Chengdu University,100,1672,3,
10.1101/2020.10.21.348573,biorxiv,1,microbiology,year1,2020-10-21,LUMC,138,1087,10,1.0
10.1101/2022.09.01.506150,biorxiv,1,genetics,NP,2022-09-01,Boston University,90,3444,6,
10.1101/2022.07.29.502070,biorxiv,1,neuroscience,year1,2022-07-31,University of British Columbia,121,2088,8,0.0
10.1101/537647,biorxiv,1,microbiology,NP,2019-02-05,INSERM,131,1124,4,
10.1101/2022.04.03.22272935,medrxiv,1,nursing,year1,2022-04-05,University of Southampton,125,1997,5,0.0
10.1101/2020.10.14.20212829,medrxiv,1,epidemiology,year1,2020-10-20,Federal University  of Espirito Santo,95,1682,4,0.0
10.1101/2021.04.23.441164,biorxiv,1,plant biology,year1,2021-04-23,Queen's University,100,1783,8,2.0
10.1101/322578,biorxiv,1,neuroscience,year2,2018-05-14,"Howard Hughes Medical Institute, Janelia Research Campus",68,1117,14,36.0
10.1101/2022.03.02.22271694,medrxiv,1,infectious diseases,year1,2022-03-03,CHU Clermont-Ferrand,118,551,14,11.0
10.1101/2020.07.02.20144873,medrxiv,1,infectious diseases,NP,2020-07-04,"Zhongshan Hospital, Xiamen University",149,1947,16,
10.1101/2022.04.21.489080,biorxiv,1,evolutionary biology,year1,2022-04-22,University of California - Davis,103,1226,11,0.0
10.1101/2020.08.07.241489,biorxiv,1,evolutionary biology,year1,2020-08-07,University of Georgia,98,1240,3,8.0
10.1101/370205,biorxiv,1,systems biology,year1,2018-07-16,Colorado State University,136,2867,2,3.0
10.1101/2020.09.01.277194,biorxiv,1,biochemistry,year1,2020-09-01,AMOLF,86,2001,11,5.0
10.1101/2021.07.21.21260971,medrxiv,1,public and global health,NP,2021-07-23,Bowling Green State University,149,1008,9,
10.1101/2020.06.17.20133876,medrxiv,1,public and global health,year1,2020-06-19,University College Dublin,84,3008,8,36.0
10.1101/2021.10.15.464518,biorxiv,1,neuroscience,NP,2021-10-16,Erasmus MC,114,1503,3,
10.1101/2020.04.08.20058370,medrxiv,1,neurology,year1,2020-04-11,"Laboratory of Neurogenetics, National Institute on Aging, National Institutes of Health",77,2168,42,11.0
10.1101/2021.02.02.429272,biorxiv,1,neuroscience,NP,2021-02-03,University of Toronto,61,996,1,
10.1101/2021.10.17.21265108,medrxiv,1,infectious diseases,year1,2021-10-18,"School of Sciences and Humanities, Nazarbayev University, Nur-Sultan, Kazakhstan",83,2594,11,10.0
10.1101/2020.07.21.20159137,medrxiv,1,otolaryngology,year2+,2020-07-25,Cincinnati Children\'s Hospital Medical Center,118,3528,3,1.0
10.1101/2022.08.16.503949,biorxiv,1,genomics,year2,2022-08-16,Dalhousie University,122,1703,2,0.0
10.1101/2021.03.21.436284,biorxiv,1,neuroscience,NP,2021-03-21,Stanford University,32,1453,3,
10.1101/2021.04.12.21255355,medrxiv,1,obstetrics and gynecology,year2,2021-04-19,The University of British Columbia,110,1943,11,8.0
10.1101/2022.10.07.511236,biorxiv,1,genomics,NP,2022-10-07,"Genome Editing Laboratory, Food Biotechnology and Research Center, Pakistan Council of Scientific and Industrial Research Lahore Pakistan.",98,1903,10,
10.1101/2021.10.12.464110,biorxiv,1,neuroscience,year1,2021-10-13,"Montreal Neurological Institute, McGill University",85,1482,3,3.0
10.1101/2021.07.16.452654,biorxiv,1,bioengineering,year2,2021-07-16,Johns Hopkins University,122,1328,6,1.0
10.1101/729624,biorxiv,1,bioengineering,NP,2019-08-08,University of North Carolina and North Carolina State University,116,2195,8,
10.1101/2022.05.17.492360,biorxiv,1,evolutionary biology,year2,2022-05-17,Universidad Politecnica de Madrid (UPM),72,1296,4,2.0
10.1101/523506,biorxiv,1,microbiology,year2,2019-01-17,Egerton University,132,1827,3,0.0
10.1101/2021.08.17.454395,biorxiv,1,bioengineering,year1,2021-08-18,Stanford University,97,2303,10,2.0
10.1101/656413,biorxiv,1,evolutionary biology,year2+,2019-05-31,University of Zurich,142,1647,2,8.0
10.1101/2020.07.16.20155069,medrxiv,1,intensive care and critical care medicine,year1,2020-07-17,King\'s College Hospital NHS Foundation Trust,119,1971,16,3.0
10.1101/2021.04.21.21255878,medrxiv,1,health policy,NP,2021-04-23,Stanford University,73,2540,3,
10.1101/2020.07.10.20150680,medrxiv,1,infectious diseases,year1,2020-07-11,Bassett Medical Center,123,1686,5,26.0
10.1101/2022.05.03.490498,biorxiv,1,neuroscience,NP,2022-05-04,University of Iowa,109,1420,5,
10.1101/2019.12.12.19014647,medrxiv,1,dermatology,year1,2019-12-15,"Department of Dermatology, Asan Medical Center, Ulsan University College of Medicine, Seoul, Korea",73,2006,9,2.0
10.1101/2020.11.11.377903,biorxiv,1,zoology,year1,2020-11-11,Universidad Científica del Sur: Universidad Cientifica del Sur,120,1859,2,0.0
10.1101/2020.09.24.311308,biorxiv,1,genomics,NP,2020-09-24,Regis University Regis College,147,1040,2,
10.1101/2020.09.25.314229,biorxiv,1,cancer biology,year1,2020-09-26,Cold Spring Harbor Laboratory,88,1414,9,28.0
10.1101/2021.02.23.21252230,medrxiv,1,epidemiology,NP,2021-02-24,Cedars-Sinai Medical Center,103,1598,10,
10.1101/2021.12.16.473030,biorxiv,1,biophysics,NP,2021-12-20,IBM Research - Almaden,165,2636,3,
10.1101/2022.10.31.22281756,medrxiv,1,epidemiology,NP,2022-11-01,Weill Cornell Medicine-Qatar,69,1320,23,
10.1101/2020.09.30.320341,biorxiv,1,plant biology,year1,2020-10-01,University of Missouri,124,1516,7,9.0
10.1101/2022.06.01.494459,biorxiv,1,microbiology,year1,2022-06-02,Nankai University,129,2032,10,0.0
10.1101/2021.05.15.21257094,medrxiv,1,public and global health,year1,2021-05-17,Zhejiang University School of Medicine; School of Public Health and the Second Affiliated Hospital,111,2170,13,4.0
10.1101/2020.03.31.018879,biorxiv,1,neuroscience,NP,2020-04-02,Instituto de Fisiologia Celular -Universidad Autonoma de Mexico,94,1083,4,
10.1101/467308,biorxiv,1,neuroscience,year2,2018-11-09,Linkoping University,116,2149,3,10.0
10.1101/2021.03.29.21254527,medrxiv,1,psychiatry and clinical psychology,year1,2021-03-31,University of York,126,1708,10,2.0
10.1101/2021.11.02.466887,biorxiv,1,microbiology,year1,2021-11-03,"Departamento de Bioquímica e Imunologia, Instituto de Ciências Biológicas, Universidade Federal de Minas Gerais",85,1404,22,3.0
10.1101/2020.01.21.914523,biorxiv,1,cell biology,year2,2020-01-22,"Molecular, Cellular and Developmental Biology Department, University of Michigan, Ann Arbor, MI",109,1002,5,3.0
10.1101/2022.10.28.514259,biorxiv,1,microbiology,NP,2022-10-28,University of Ottawa,132,2201,9,
10.1101/2021.12.23.473999,biorxiv,1,biochemistry,year1,2021-12-27,University of Pennsylvania,112,829,7,1.0
10.1101/2022.09.23.508961,biorxiv,1,ecology,NP,2022-09-26,Kyoto University,53,1398,39,
10.1101/2021.05.28.446159,biorxiv,1,microbiology,year2,2021-05-28,Universite de Bordeaux,134,2259,20,8.0
10.1101/2021.06.25.449883,biorxiv,1,neuroscience,year1,2021-06-25,University of Salzburg,96,1043,4,1.0
10.1101/315184,biorxiv,1,evolutionary biology,year1,2018-05-05,"Ecole polytechnique federale de Lausanne, Lausanne, Switzerland",134,2692,17,5.0
10.1101/2022.11.23.516835,biorxiv,1,bioinformatics,NP,2022-11-24,The University of Hong Kong,124,1371,6,
10.1101/2021.03.25.21253802,medrxiv,1,infectious diseases,NP,2021-03-26,University of Padova - Department of Molecular Medicine; Microbiology and Virology Diagnostic Unit - Padua University Hospital; Department of Life Science - Imp,88,1780,12,
10.1101/2020.04.10.030262,biorxiv,1,cell biology,year1,2020-04-11,University of Washington,51,1374,10,4.0
10.1101/2022.04.29.22273784,medrxiv,1,public and global health,NP,2022-05-02,"Federal University Dutsinma, Katsina",188,3102,2,
10.1101/2020.10.15.340562,biorxiv,1,evolutionary biology,NP,2020-10-16,"Centre for Ecology & Conservation, University of Exeter, Cornwall, UK",110,1044,8,
10.1101/470120,biorxiv,1,neuroscience,year1,2018-11-21,School of Psychological Sciences and Monash Institute for Cognitive and Clinical Neurosciences,107,1351,7,3.0
10.1101/2022.09.16.22280035,medrxiv,1,infectious diseases,NP,2022-09-17,University of Chittagong,111,1279,5,
10.1101/2021.04.23.441157,biorxiv,1,cell biology,NP,2021-04-24,University of North Carolina at Chapel Hill,101,1249,8,
10.1101/2020.04.22.20074955,medrxiv,1,oncology,NP,2020-04-25,Emory University School of Medicine,91,1840,1,
10.1101/2020.09.01.20185280,medrxiv,1,public and global health,NP,2020-09-03,"Department of Civil Engineering, University of Ottawa, Ottawa, Canada, K1N 6N5",61,1246,13,
10.1101/2022.03.13.484171,biorxiv,1,bioengineering,NP,2022-03-15,MIT,87,1378,17,
10.1101/2020.01.23.916924,biorxiv,1,bioinformatics,NP,2020-01-24,Pennsylvania State University,62,1776,2,
10.1101/2021.12.31.474623,biorxiv,1,genetics,year2,2022-01-01,"Artificial Intelligence Research Institute, Institute of Cytology and Genetics",89,1097,8,2.0
10.1101/2020.10.26.20209361,medrxiv,1,public and global health,year1,2020-10-27,"Mahidol Oxford Tropical Medicine Research Unit, Faculty of Tropical Medicine, Mahidol University, Bangkok, Thailand; Centre for Tropical Medicine & Global Healt",169,3687,23,14.0
10.1101/2022.11.30.22282579,medrxiv,1,public and global health,NP,2022-12-01,Public Health Scotland and University of Glasgow,86,2895,5,
10.1101/2021.08.18.456790,biorxiv,1,neuroscience,NP,2021-08-19,Kings College London,88,1473,5,
10.1101/561951,biorxiv,1,genetics,year1,2019-02-27,University of North Carolina,57,1385,4,0.0
10.1101/591230,biorxiv,1,epidemiology,NP,2019-03-28,King Saud University,155,2161,4,
10.1101/366971,biorxiv,1,evolutionary biology,year1,2018-07-10,The University of Texas at Austin,62,1663,6,0.0
10.1101/2020.07.01.183129,biorxiv,1,biophysics,NP,2020-07-02,University of Alberta,94,946,2,
10.1101/2019.12.18.19013847,medrxiv,1,genetic and genomic medicine,year2+,2019-12-21,University of Bristol,86,2231,9,9.0
10.1101/2020.01.22.916189,biorxiv,1,pharmacology and toxicology,NP,2020-01-23,Institute for Cell Biology,159,1226,5,
10.1101/2021.02.14.431169,biorxiv,1,neuroscience,year1,2021-02-16,Stanford University,67,1137,10,1.0
10.1101/2020.03.25.009126,biorxiv,1,microbiology,NP,2020-03-27,Hong Kong University of Science and Technology,83,2045,6,
10.1101/568238,biorxiv,1,biophysics,year1,2019-03-05,"University of Liverpool, United Kingdom",130,1968,5,12.0
10.1101/2022.09.22.509009,biorxiv,1,neuroscience,NP,2022-09-23,University Hospital Wuerzburg,46,1058,5,
10.1101/870873,biorxiv,1,bioengineering,year1,2019-12-10,Peking University,100,1527,1,0.0
10.1101/2020.11.12.379701,biorxiv,1,pharmacology and toxicology,NP,2020-11-13,University of Oxford,121,2002,7,
10.1101/2022.12.08.518931,biorxiv,1,genetics,NP,2022-12-10,Queensland University of Technology,126,1616,23,
10.1101/589796,biorxiv,1,microbiology,year1,2019-03-26,"NCBI, NLM, National Institutes of Health, Bethesda, Maryland 20894, USA",159,1767,3,0.0
10.1101/2021.12.21.473503,biorxiv,1,evolutionary biology,year2+,2021-12-21,"CNRS UPR9022, Inserm U1257, Universite de Strasbourg, Strasbourg, France; Department of Biochemistry and Immunology, Instituto de Ciencias Biologicas, Universid",105,1955,8,0.0
10.1101/626713,biorxiv,1,synthetic biology,NP,2019-05-03,Stanford University,75,1404,2,
10.1101/2021.09.01.458564,biorxiv,1,bioinformatics,year1,2021-09-03,University of Oxford,54,673,2,10.0
10.1101/459149,biorxiv,1,microbiology,year1,2018-11-01,National Chung Hsing University,99,2181,8,2.0
10.1101/450437,biorxiv,1,neuroscience,year1,2018-10-23,"CNRS & Aix-Marseille Universite, UMR7289, Marseille, France",127,1297,4,0.0
10.1101/2020.06.26.173070,biorxiv,1,neuroscience,year2,2020-06-29,"German Center for Neurodegenerative Diseases Bonn (DZNE e.V.), Venusberg Campus 1, Building 99, 53127 Bonn, Germany / Rheinische Friedrich-Wilhelms-Universitaet",111,2125,8,16.0
10.1101/2022.01.26.477882,biorxiv,1,ecology,year1,2022-01-28,Fordham University,96,1503,3,0.0
10.1101/2021.05.12.443928,biorxiv,1,bioinformatics,NP,2021-05-14,Peking University,117,1571,9,
10.1101/2021.12.01.470873,biorxiv,1,molecular biology,NP,2021-12-02,RIKEN Center for Integrative Medical Sciences,95,1015,8,
10.1101/270157,biorxiv,1,genomics,year1,2018-02-23,National Institute of Standards and Technology,77,2422,17,9.0
10.1101/394148,biorxiv,1,neuroscience,year1,2018-08-17,University of Sydney,89,1153,3,7.0
10.1101/2020.08.27.269712,biorxiv,1,microbiology,NP,2020-08-27,Aix-Marseille Universite,68,2214,6,
10.1101/2020.07.20.211672,biorxiv,1,molecular biology,NP,2020-07-20,Central Veterinary Research Laboratory,127,2023,5,
10.1101/2022.03.23.485487,biorxiv,1,immunology,NP,2022-03-23,Netherlands Cancer Institute,93,1716,3,
10.1101/2020.03.01.972448,biorxiv,1,developmental biology,NP,2020-03-02,"Department of Life Science, NTU",92,1374,3,
10.1101/2020.02.04.929430,biorxiv,1,genetics,NP,2020-02-04,"Vanderbilt University, Department of Molecular Physiology and Biophysics",139,1884,10,
10.1101/379529,biorxiv,1,evolutionary biology,year1,2018-07-29,"Unite Bioinformatique Evolutive, C3BI USR 3756, Institut Pasteur & CNRS, Paris, France",73,1653,4,11.0
10.1101/492819,biorxiv,1,systems biology,year1,2018-12-12,"Indian Institute of Technology, Madras",100,1692,2,0.0
10.1101/2020.04.13.039750,biorxiv,1,biophysics,NP,2020-04-14,University of Wisconsin - Madison,90,1393,3,
10.1101/2022.06.15.496247,biorxiv,1,systems biology,year1,2022-06-16,University of Edinburgh,95,1616,2,8.0
10.1101/2021.10.12.463781,biorxiv,1,bioinformatics,year1,2021-10-13,University of Texas at El Paso,150,1332,1,19.0
10.1101/2021.10.03.21264476,medrxiv,1,infectious diseases,year2,2021-10-04,All India Institute Of Medical Sciences,154,1427,6,1.0
10.1101/2022.05.11.491557,biorxiv,1,immunology,NP,2022-05-12,Harvey Mudd College,117,893,8,
10.1101/599068,biorxiv,1,evolutionary biology,year1,2019-04-04,University of Bern,50,1465,4,3.0
10.1101/2022.11.07.22282039,medrxiv,1,genetic and genomic medicine,NP,2022-11-08,"University of Groningen, University Medical Center Groningen, Department of Genetics, Groningen, the Netherlands",136,2360,9,
10.1101/2022.07.29.22278167,medrxiv,1,epidemiology,year1,2022-07-31,"Department of Work and Social Psychology, Maastricht University, Maastricht, The Netherlands",147,1146,5,17.0
10.1101/2020.09.30.20204230,medrxiv,1,epidemiology,year1,2020-09-30,Fred Hutchinson Cancer Research Center,76,1410,43,29.0
10.1101/2022.08.10.503505,biorxiv,1,cell biology,year1,2022-08-10,"Howard Hughes Medical Institute, Yale University School of Medicine",71,1585,6,0.0
10.1101/2022.09.08.507182,biorxiv,1,molecular biology,year1,2022-09-08,University of Texas,121,1675,6,1.0
10.1101/463356,biorxiv,1,evolutionary biology,year1,2018-11-06,Albert-Ludwigs-University Freiburg,95,1069,3,7.0
10.1101/2020.07.16.206441,biorxiv,1,microbiology,year1,2020-07-16,Universidade Estadual do Norte Fluminense Darcy Ribeiro (UENF),150,1606,8,2.0
10.1101/2020.10.03.20206193,medrxiv,1,infectious diseases,year1,2020-10-06,The University of New South Wales,163,1400,5,2.0
10.1101/2020.07.07.192807,biorxiv,1,microbiology,NP,2020-07-08,Dr. B. R Ambedkar Center for Biomedical Research,101,2227,5,
10.1101/2020.12.21.394551,biorxiv,1,bioinformatics,NP,2020-12-22,Charles University,66,1119,1,
10.1101/470021,biorxiv,1,systems biology,year1,2018-11-14,The Weizmann Institute for Science,50,1068,8,15.0
10.1101/2021.06.10.447623,biorxiv,1,ecology,NP,2021-06-11,"Centro de Ciencias de la Atmosfera, Universidad Nacional Autonoma de Mexico",47,1391,8,
10.1101/2020.03.26.009522,biorxiv,1,developmental biology,year1,2020-03-26,Icahn School of Medicine at Mount Sinai,77,1501,3,0.0
10.1101/598656,biorxiv,1,developmental biology,year1,2019-04-04,"Centro Nacional de Investigaciones Cardiovasculares Carlos III (CNIC), 28029 Madrid, Spain",92,1400,12,1.0
10.1101/267617,biorxiv,1,neuroscience,year2,2018-02-18,University of St Andrews,158,1705,9,1.0
10.1101/2022.09.26.22280387,medrxiv,1,infectious diseases,year1,2022-09-27,University of Washington,175,1779,26,5.0
10.1101/2022.10.27.514048,biorxiv,1,neuroscience,NP,2022-10-28,Semmelweis University,139,581,7,
10.1101/545020,biorxiv,1,animal behavior and cognition,year1,2019-02-08,Universita degli Studi di Perugia,101,1989,5,3.0
10.1101/19001222,medrxiv,1,nephrology,year1,2019-07-03,"Department of Internal Medicine, Division of Nephrology, University of New Mexico Health Sciences Center, Albuquerque, New Mexico, USA",117,1315,3,0.0
10.1101/2020.07.14.202093,biorxiv,1,animal behavior and cognition,NP,2020-07-14,North Carolina State University,100,1081,7,
10.1101/643924,biorxiv,1,neuroscience,year1,2019-05-22,Research Centre Jülich GmbH,111,1082,8,5.0
10.1101/2021.01.15.21249894,medrxiv,1,infectious diseases,year2,2021-01-20,Case Western Reserve University,44,1475,2,1.0
10.1101/313890,biorxiv,1,genetics,year1,2018-05-04,Cornell University,101,1389,2,1.0
10.1101/2021.11.23.469614,biorxiv,1,microbiology,NP,2021-11-23,University of Texas at Arlington,115,2710,11,
10.1101/2022.02.25.22271516,medrxiv,1,health policy,NP,2022-03-01,Cornell University,131,1326,4,
10.1101/2022.03.08.483441,biorxiv,1,cancer biology,year1,2022-03-09,Univ. Bordeaux,89,1659,5,6.0
10.1101/2020.10.05.326181,biorxiv,1,cell biology,year1,2020-10-05,Institut of Human Genetics - CNRS - University of Montpellier,65,1066,9,17.0
10.1101/733733,biorxiv,1,neuroscience,year2+,2019-08-26,"Institute of Neuroscience and State Key Laboratory of Neuroscience, Center for Excellence in Brain Science and Intelligence Technology, Chinese Academy of Scien",75,1044,3,0.0
