doi,server,version,category,publiStatus,date,author_corresponding_institution,titleLength,abstractLength,numberAuthors,cit1year
10.1101/2020.03.03.974816,biorxiv,1,microbiology,year1,2020-03-04,Biozentrum,62,574,3,1.0
10.1101/2020.03.03.974923,biorxiv,1,genomics,year2+,2020-03-05,The Jackson Laboratory for Genomic Medicine,75,964,4,15.0
10.1101/2020.03.04.975888,biorxiv,1,microbiology,NP,2020-03-05,"University of California, Berkeley",101,2365,6,
10.1101/2020.03.04.976027,biorxiv,1,bioinformatics,year1,2020-03-07,"Sydney Brenner Institute for Molecular Bioscience, Faculty of Health Sciences, University of the Witwatersrand, Johannesburg, South Africa.",159,1655,8,57.0
10.1101/2020.03.04.976340,biorxiv,1,bioinformatics,NP,2020-03-05,"Institute of Biophysics, Chinese Academy of Sciences",111,1054,5,
10.1101/2020.03.04.976530,biorxiv,1,genomics,year1,2020-03-05,Karolinska Institutet,104,1273,4,8.0
10.1101/2020.03.04.976811,biorxiv,1,cancer biology,year1,2020-03-05,"Department of Biotechnology and Biosciences, University of Milano-Bicocca, piazza della Scienza 2, 20126 Milano, Italy",128,1665,12,1.0
10.1101/2020.03.04.977363,biorxiv,1,bioengineering,NP,2020-03-05,Icahn School of Medicine at Mount Sinai,107,1659,3,
10.1101/2020.03.05.977009,biorxiv,1,evolutionary biology,year1,2020-03-06,University of Michigan,108,1825,5,2.0
10.1101/2020.03.05.978528,biorxiv,1,microbiology,year1,2020-03-05,University of York,73,2932,10,9.0
10.1101/2020.03.05.978619,biorxiv,1,systems biology,year1,2020-03-05,Columbia University,102,1110,3,7.0
10.1101/2020.03.05.979559,biorxiv,1,microbiology,year1,2020-03-06,Joint Genome Institute,150,2069,9,4.0
10.1101/2020.03.05.979732,biorxiv,1,bioengineering,year2,2020-03-06,Gladstone Institutes,99,1521,8,15.0
10.1101/2020.03.05.979880,biorxiv,1,bioinformatics,year1,2020-03-06,PT SMART Tbk,75,798,5,0.0
10.1101/2020.03.06.20032334,medrxiv,1,infectious diseases,NP,2020-03-10,"University of California, San Francisco",100,609,18,
10.1101/2020.03.06.980219,biorxiv,1,genomics,NP,2020-03-07,"Institute of Oceanology, Chinese Academy of Sciences",125,1405,9,
10.1101/2020.03.06.981316,biorxiv,1,synthetic biology,year1,2020-03-08,UC San Diego,74,1489,2,2.0
10.1101/2020.03.09.983262,biorxiv,1,microbiology,year1,2020-03-13,"Molecular Immunology Laboratory, International Centre for Genetic Engineering and Biotechnology (ICGEB), Padriciano 99, 34149, Trieste, Italy.",68,1111,7,3.0
10.1101/2020.03.09.983494,biorxiv,1,microbiology,NP,2020-03-09,Huazhong Agriculture University,146,1831,17,
10.1101/2020.03.09.983544,biorxiv,1,genetics,NP,2020-03-09,Max Planck Institute for Molecular Genetics,83,1085,5,
10.1101/2020.03.09.984195,biorxiv,1,neuroscience,year1,2020-03-10,Luxembourg Institute of Health,103,1130,16,2.0
10.1101/2020.03.10.981001,biorxiv,1,cancer biology,NP,2020-03-11,Dana-Farber Cancer Institute,95,1586,26,
10.1101/2020.03.10.984955,biorxiv,1,cell biology,year1,2020-03-11,University College London,96,2513,15,7.0
10.1101/2020.03.10.984989,biorxiv,1,developmental biology,year2+,2020-03-11,INRAE,86,1842,8,1.0
10.1101/2020.03.10.985226,biorxiv,1,cancer biology,year1,2020-03-11,Spanish National Cancer Research Center (CNIO),76,1044,19,21.0
10.1101/2020.03.10.985267,biorxiv,1,microbiology,year1,2020-03-11,Culture Collection University of Gothenburg (CCUG),263,1372,12,0.0
10.1101/2020.03.10.985408,biorxiv,1,bioengineering,year1,2020-03-10,Zhaoqing University,106,1860,8,0.0
10.1101/2020.03.10.985606,biorxiv,1,molecular biology,year1,2020-03-11,University of Bristol,121,1565,6,1.0
10.1101/2020.03.11.987651,biorxiv,1,genetics,year1,2020-03-12,"Centro de Biologia Molecular Severo Ochoa, CSIC-UAM, Nicolas Cabrera 1, 28049 Madrid, Spain.",97,1403,22,9.0
10.1101/2020.03.11.987685,biorxiv,1,biochemistry,year1,2020-03-12,University of St Andrews,93,1350,4,9.0
10.1101/2020.03.11.987701,biorxiv,1,genetics,year1,2020-03-12,European Molecular Biology Laboratory (EMBL),90,1113,2,12.0
10.1101/2020.03.11.988105,biorxiv,1,genomics,year2,2020-03-12,"University of California, Berkeley",100,1050,6,7.0
10.1101/2020.03.12.988725,biorxiv,1,cell biology,year1,2020-03-12,The Walter and Eliza Hall Institute of Medical Research,87,758,10,2.0
10.1101/2020.03.12.988873,biorxiv,1,molecular biology,year1,2020-03-13,AquaGen AS,156,2040,9,2.0
10.1101/2020.03.12.989640,biorxiv,1,pathology,NP,2020-03-14,The Ohio State University,88,1717,7,
10.1101/2020.03.13.989996,biorxiv,1,microbiology,year1,2020-03-15,National Institute of Infectious Diseases,172,2737,5,11.0
10.1101/2020.03.13.990085,biorxiv,1,plant biology,NP,2020-03-14,"Institute of Botany, Chinese Academy of Sciences",79,1481,7,
10.1101/2020.03.13.991224,biorxiv,1,neuroscience,NP,2020-03-14,Washington University School of Medicine,133,1097,10,
10.1101/2020.03.13.991307,biorxiv,1,bioengineering,NP,2020-03-14,Stanford University,90,1039,15,
10.1101/2020.03.13.991414,biorxiv,1,genetics,year2,2020-03-15,"University of California, San Francisco",97,1095,19,8.0
10.1101/2020.03.14.989350,biorxiv,1,bioinformatics,year1,2020-03-16,University of Cape Town,75,1153,4,6.0
10.1101/2020.03.14.991976,biorxiv,1,molecular biology,year1,2020-03-15,Tokushima University,67,986,4,11.0
10.1101/2020.03.15.990713,biorxiv,1,cell biology,year1,2020-03-15,University of Bristol,118,1713,7,2.0
10.1101/2020.03.16.993204,biorxiv,1,molecular biology,year1,2020-03-18,"Division of Genetics, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, MA 02115 Boston, USA.",95,1248,4,0.0
10.1101/2020.03.16.994012,biorxiv,1,microbiology,year1,2020-03-18,University of Georgia,105,2770,7,0.0
10.1101/2020.03.17.994137,biorxiv,1,bioengineering,year1,2020-03-20,Rochester Institute of Technology,113,1327,6,9.0
10.1101/2020.03.17.995621,biorxiv,1,genetics,year2,2020-03-18,University of Milano-Bicocca,90,2676,8,7.0
10.1101/2020.03.17.995829,biorxiv,1,evolutionary biology,year1,2020-03-20,CNRS,73,2097,3,8.0
10.1101/2020.03.18.994004,biorxiv,1,cell biology,year2,2020-03-19,"The Jackson Laboratory for Genomic Medicine, Farmington, CT 06032, USA",133,2033,9,3.0
10.1101/2020.03.18.996728,biorxiv,1,genomics,year2,2020-03-20,Loma Linda University,92,1048,17,3.0
10.1101/2020.03.18.996801,biorxiv,1,genetics,year1,2020-03-20,Penn State University,76,1113,4,8.0
10.1101/2020.03.19.998609,biorxiv,1,genomics,year2,2020-03-20,"CNRS, Université Clermont Auvergne, Inserm, Génétique Reproduction et Développement (GReD), F-63000 Clermont-Ferrand, France",109,1029,9,12.0
10.1101/2020.03.19.998724,biorxiv,1,biochemistry,year1,2020-03-21,University of Connecticut Health Center,150,1083,4,95.0
10.1101/2020.03.19.998856,biorxiv,1,cell biology,year1,2020-03-20,"Sir William Dunn School of Pathology, University of Oxford, South Parks Road, Oxford, OX1 3RE, UK",45,1457,2,2.0
10.1101/2020.03.19.999367,biorxiv,1,plant biology,year1,2020-03-20,University of Lethbridge,100,935,5,3.0
10.1101/2020.03.20.000372,biorxiv,1,microbiology,year1,2020-03-22,University of Cape Town,108,1210,5,11.0
10.1101/2020.03.20.998997,biorxiv,1,immunology,year1,2020-03-23,National Center for Advancing Translational Sciences,143,1118,3,3.0
10.1101/2020.03.21.001123,biorxiv,1,immunology,NP,2020-03-23,Shanghaitech University,89,1293,14,
10.1101/2020.03.21.001388,biorxiv,1,genetics,NP,2020-03-24,ShanghaiTech University,43,1171,8,
10.1101/2020.03.21.001529,biorxiv,1,molecular biology,NP,2020-03-24,"Institute of Molecular Biology of Barcelona, CSIC",78,749,7,
10.1101/2020.03.21.001644,biorxiv,1,bioengineering,year1,2020-03-24,"Department of Biomedical Engineering, University of Connecticut Health Center, 263 Farmington Avenue, Farmington, CT 06030, USA",129,1278,6,12.0
10.1101/2020.03.22.002188,biorxiv,1,immunology,year1,2020-03-24,Emory University,54,1861,3,0.0
10.1101/2020.03.22.002535,biorxiv,1,evolutionary biology,year1,2020-03-25,Max Planck Institute of Molecular Cell Biology and Genetics,118,1416,10,0.0
10.1101/2020.03.23.000109,biorxiv,1,systems biology,NP,2020-03-25,"Max Perutz Laboratories Vienna, University of Vienna, Vienna Biocenter, Dr Bohr Gasse 9, 1030 Vienna",70,1247,16,
10.1101/2020.03.23.002238,biorxiv,1,molecular biology,year1,2020-03-23,"Beth Israel Deaconess Medical Center, Harvard Medical School;  Department of Molecular Biotechnology and Health Sciences, University of Turin",100,1050,6,16.0
10.1101/2020.03.23.002865,biorxiv,1,molecular biology,year1,2020-03-25,"State Key Laboratory of Molecular Biology, CAS Center for Excellence in Molecular Cell Science, Shanghai Institute of Biochemistry and Cell Biology, University ",68,1262,14,36.0
10.1101/2020.03.23.003368,biorxiv,1,microbiology,year1,2020-03-23,Southwest University,76,2031,9,2.0
10.1101/2020.03.23.003715,biorxiv,1,plant biology,year1,2020-03-25,Oklahoma State University,124,1822,12,3.0
10.1101/2020.03.24.004291,biorxiv,1,bioengineering,year2,2020-03-25,Stanford University,111,1572,3,0.0
10.1101/2020.03.24.005488,biorxiv,1,cell biology,year1,2020-03-25,Institut Curie,65,1457,9,30.0
10.1101/2020.03.24.005744,biorxiv,1,synthetic biology,year1,2020-03-25,Washington University in St. Louis,109,1442,3,2.0
10.1101/2020.03.25.007260,biorxiv,1,bioengineering,year1,2020-03-26,CIEMAT/CIBERER/IIS-FJD,91,1111,14,0.0
10.1101/2020.03.25.007625,biorxiv,1,developmental biology,year1,2020-03-25,Universidad Autónoma de Madrid-Centro de Biología Molecular Severo Ochoa,107,1242,6,0.0
10.1101/2020.03.25.008276,biorxiv,1,bioengineering,year1,2020-03-25,National Research Council Canada,141,1715,5,0.0
10.1101/2020.03.26.009696,biorxiv,1,genetics,NP,2020-03-29,"University of Würzburg, Behavioral Physiology and Sociobiology, Biocenter, Am Hubland, 97074 Würzburg, Germany",76,1711,8,
10.1101/2020.03.27.012104,biorxiv,1,genomics,year1,2020-03-29,"Institute for Stroke and Dementia Research (ISD), University Hospital, LMU Munich, 81377 Munich, Germany",76,827,8,10.0
10.1101/2020.03.28.012518,biorxiv,1,molecular biology,year2,2020-03-30,McGill Universty,144,1623,2,11.0
10.1101/2020.03.28.013441,biorxiv,1,microbiology,year1,2020-03-30,"Viruses and RNA Interference Unit, Institut Pasteur, UMR3569, CNRS, Paris, France",97,1010,13,24.0
10.1101/2020.03.29.014209,biorxiv,1,microbiology,year2,2020-03-30,Tsinghua University,101,1279,17,4.0
10.1101/2020.03.29.014894,biorxiv,1,cancer biology,year1,2020-03-30,UMass Medical School,110,1902,4,4.0
10.1101/2020.03.29.015057,biorxiv,1,genomics,year1,2020-03-30,"University of California, Berkeley",94,1012,4,5.0
10.1101/2020.03.30.011395,biorxiv,1,microbiology,year1,2020-03-30,"Division of Infectious Diseases and Hospital Epidemiology, University Hospital Zurich",63,1688,8,0.0
10.1101/2020.03.30.015263,biorxiv,1,cancer biology,NP,2020-03-31,The Walter and Eliza Hall Institute of Medical Research,110,1451,11,
10.1101/2020.03.30.015271,biorxiv,1,genetics,year1,2020-03-31,Academia Sinica,141,1434,8,4.0
10.1101/2020.03.30.016139,biorxiv,1,microbiology,year1,2020-03-31,Massachusetts Institute of Technology,116,1130,7,2.0
10.1101/2020.03.30.016188,biorxiv,1,plant biology,year1,2020-04-01,University of Maryland,74,1853,6,3.0
10.1101/2020.03.30.016253,biorxiv,1,microbiology,year1,2020-03-30,Penn State College of Medicine,132,2801,6,3.0
10.1101/2020.03.30.016857,biorxiv,1,genetics,year1,2020-03-31,UConn Health,58,861,8,7.0
10.1101/2020.03.31.017707,biorxiv,1,cell biology,year1,2020-04-01,Imperial College London,109,1110,18,2.0
10.1101/2020.04.01.017962,biorxiv,1,molecular biology,year2,2020-04-02,University of North Carolina at Chapel Hill,115,1849,15,13.0
10.1101/2020.04.01.019679,biorxiv,1,molecular biology,NP,2020-04-02,"Department of Animal Sciences, Reproductive Biotechnology, School of Life Sciences Weihenstephan, Technical University Munich",76,1859,22,
10.1101/2020.04.01.020818,biorxiv,1,genetics,year1,2020-04-02,University of Delaware,89,1735,2,4.0
10.1101/2020.04.02.021279,biorxiv,1,genomics,year1,2020-04-03,"University Hospital, LMU Munich",92,1406,7,0.0
10.1101/2020.04.02.021535,biorxiv,1,genomics,year2,2020-04-03,"University of California, San Diego",114,1494,4,2.0
10.1101/2020.04.02.022087,biorxiv,1,molecular biology,year2,2020-04-03,Skirball Institute of Biomolecular Medicine,67,1360,6,7.0
10.1101/2020.04.02.022228,biorxiv,1,neuroscience,year1,2020-04-04,Université Laval,93,1327,8,7.0
10.1101/2020.04.02.022624,biorxiv,1,genetics,NP,2020-04-03,BioMarin Pharmaceutical,79,1948,15,
10.1101/2020.04.03.002501,biorxiv,1,genomics,NP,2020-04-04,Depixus SAS,162,1214,17,
10.1101/2020.04.03.022038,biorxiv,1,genetics,year1,2020-04-03,"University of Edinburgh, The Roslin Institute",90,1534,4,4.0
10.1101/2020.04.03.023036,biorxiv,1,molecular biology,NP,2020-04-04,Leibniz Institute of Plant Biochemistry,132,1609,8,
10.1101/2020.04.03.023119,biorxiv,1,neuroscience,year2,2020-04-04,University of Edinburgh,102,1502,9,12.0
10.1101/2020.04.03.023374,biorxiv,1,cell biology,year1,2020-04-04,Emory University,136,2153,9,5.0
10.1101/2020.04.03.023606,biorxiv,1,bioengineering,year1,2020-04-04,UCSD,47,1440,6,13.0
10.1101/2020.04.03.024190,biorxiv,1,animal behavior and cognition,year1,2020-04-05,University of Houston,58,2591,6,6.0
10.1101/2020.04.04.024430,biorxiv,1,immunology,NP,2020-04-05,Carnegie Mellon University,69,2278,4,
10.1101/2020.04.04.024562,biorxiv,1,genetics,year1,2020-04-05,UC San Diego School of Medicine,132,2575,5,4.0
10.1101/2020.04.06.027110,biorxiv,1,developmental biology,year1,2020-04-06,Ben-Gurion University,99,1540,6,3.0
10.1101/2020.04.06.027482,biorxiv,1,microbiology,year2,2020-04-06,Imperial College London,75,1235,7,2.0
10.1101/2020.04.06.028597,biorxiv,1,cancer biology,year1,2020-04-07,"Laura and Isaac Perlmutter Cancer Center, NYU School of Medicine, NYU Langone Health, New York, NY, 10016, USA",104,1498,7,13.0
10.1101/2020.04.06.028803,biorxiv,1,genomics,NP,2020-04-07,"Translational Genomics,  Discovery Sciences, BioPharmaceuticals R&D, AstraZeneca, Gothenburg, Sweden",118,1025,22,
10.1101/2020.04.06.20055020,medrxiv,1,genetic and genomic medicine,year1,2020-04-11,University of Southampton,124,1663,7,1.0
10.1101/2020.04.07.028167,biorxiv,1,molecular biology,year2,2020-04-09,CSIR Institute of Genomics and Integrative Biology,76,797,15,33.0
10.1101/2020.04.07.029629,biorxiv,1,molecular biology,year1,2020-04-08,"Grupo de Pesquisa em Helmintologia e Malacologia Médica, Centro de Pesquisas René Rachou, Fundação Oswaldo Cruz, Belo Horizonte, MG, Brasil.",180,2378,10,3.0
10.1101/2020.04.07.030221,biorxiv,1,genetics,year1,2020-04-08,Max Planck Institute of Molecular Physiology,133,1679,6,1.0
10.1101/2020.04.08.031567,biorxiv,1,neuroscience,NP,2020-04-09,"Institute of Biomedicine, University of Eastern Finland, Kuopio, Finland",106,1441,15,
10.1101/2020.04.08.032847,biorxiv,1,cancer biology,year1,2020-04-09,The Pennsylvania State University College of Medicine,150,944,5,1.0
10.1101/2020.04.08.032854,biorxiv,1,cancer biology,year1,2020-04-09,The Pennsylvania State University College of Medicine,145,1114,7,1.0
10.1101/2020.04.09.028027,biorxiv,1,immunology,year1,2020-04-11,university of pittsburgh,98,1242,9,0.0
10.1101/2020.04.09.033290,biorxiv,1,molecular biology,year1,2020-04-09,"Institute of Systems Biomedicine, Department of Pathology, School of Basic Medical Sciences, Beijing Key Laboratory of Tumor Systems Biology, Peking University ",65,963,7,3.0
10.1101/2020.04.09.033399,biorxiv,1,biochemistry,year1,2020-04-09,University of Bristol,105,1232,8,4.0
10.1101/2020.04.09.034132,biorxiv,1,plant biology,year1,2020-04-10,Worcester Polytechnic Institute,89,1503,5,0.0
10.1101/2020.04.10.023358,biorxiv,1,molecular biology,year1,2020-04-11,"Institute of Zoology, Chinese Academy of Sciences",44,962,17,54.0
10.1101/2020.04.10.036160,biorxiv,1,cell biology,NP,2020-04-11,"Institute of Biophysics, Chinese Academy of Sciences",101,1914,10,
10.1101/2020.04.10.036319,biorxiv,1,cancer biology,year1,2020-04-12,St. Jude Children's Research Hospital,104,1551,11,0.0
10.1101/2020.04.10.036558,biorxiv,1,biochemistry,NP,2020-04-12,Rochester Institute of Technology,88,1338,5,
10.1101/2020.04.11.037572,biorxiv,1,plant biology,year1,2020-04-12,University of Minnesota,101,1664,11,11.0
10.1101/2020.04.12.038471,biorxiv,1,synthetic biology,NP,2020-04-13,The University of Western Ontario,149,1490,6,
10.1101/2020.04.13.036079,biorxiv,1,bioengineering,year1,2020-04-14,University of Florida,111,1445,3,8.0
10.1101/2020.04.13.036921,biorxiv,1,cancer biology,year1,2020-04-13,Yale University,87,1695,20,13.0
10.1101/2020.04.13.038638,biorxiv,1,microbiology,year1,2020-04-13,"University of California, Los Angeles",103,2336,5,2.0
10.1101/2020.04.13.039297,biorxiv,1,molecular biology,year1,2020-04-14,"Gladstone Institutes, UCSF",76,1003,7,3.0
10.1101/2020.04.13.039537,biorxiv,1,biophysics,NP,2020-04-14,The University of Tokyo,93,1186,6,
10.1101/2020.04.14.041012,biorxiv,1,microbiology,year1,2020-04-15,"University of Freiburg, Faculty of Biology, Institute of Biology III, D-79104, Germany",159,1896,7,1.0
10.1101/2020.04.15.042861,biorxiv,1,bioinformatics,year1,2020-04-16,Max Planck Institute for Heart and Lung Research,100,1308,8,7.0
10.1101/2020.04.16.017533,biorxiv,1,genomics,NP,2020-04-18,Van Andel Institue,108,1323,12,
10.1101/2020.04.16.044446,biorxiv,1,cancer biology,year2,2020-04-16,Uppsala University,118,1288,2,6.0
10.1101/2020.04.16.045336,biorxiv,1,bioengineering,year2,2020-04-18,University of Minnesota,129,1053,12,11.0
10.1101/2020.04.18.045682,biorxiv,1,molecular biology,year1,2020-04-18,University of Otago,124,1002,6,3.0
10.1101/2020.04.18.047738,biorxiv,1,cancer biology,NP,2020-04-18,"School of Biological Sciences, Nanyang Technological University",105,1199,19,
10.1101/2020.04.18.048082,biorxiv,1,cell biology,NP,2020-04-18,"Cambridge Institute for Medical Research and Cambridge Institute for Therapeutic Immunology and Infectious Disease, University of Cambridge",120,1117,7,
10.1101/2020.04.19.048728,biorxiv,1,pharmacology and toxicology,year1,2020-04-20,Kyushu University,104,1010,11,0.0
10.1101/2020.04.19.049577,biorxiv,1,cancer biology,year1,2020-04-20,Michigan State University,111,1103,3,1.0
10.1101/2020.04.20.047845,biorxiv,1,synthetic biology,year1,2020-04-20,University of Tübingen,83,2414,6,8.0
10.1101/2020.04.20.050419,biorxiv,1,immunology,NP,2020-04-20,Francis Crick Institute,72,1786,3,
10.1101/2020.04.20.050583,biorxiv,1,cancer biology,year1,2020-04-20,St. Jude Children's Research Hospital,97,1331,15,4.0
10.1101/2020.04.20.050591,biorxiv,1,neuroscience,year1,2020-04-21,"Institute for Genomic Statistics and Bioinformatics, University of Bonn, Bonn, Germany",131,2412,19,1.0
10.1101/2020.04.20.051623,biorxiv,1,cancer biology,year1,2020-04-21,Stanford University,105,1486,10,9.0
10.1101/2020.04.21.051961,biorxiv,1,cancer biology,year2,2020-04-22,Icahn School of Medicine at Mount Sinai,85,1442,8,18.0
10.1101/2020.04.21.053553,biorxiv,1,microbiology,year1,2020-04-22,Instituto de Investigaciones en Ingenieria Genetica y Biologia Molecular Dr Hector N. Torres (INGEBI-CONICET),118,1782,6,3.0
10.1101/2020.04.22.041087,biorxiv,1,genetics,year1,2020-04-24,The Jackson Laboratory,135,1320,7,6.0
